#            r                  2P                  2S                  1S
      0.003911792895      0.000095409614      0.023878160161      0.105834669077
      0.003943212750      0.000096939289      0.024065375932      0.106664546311
      0.003974884972      0.000098493413      0.024254022394      0.107500767472
      0.004006811588      0.000100072377      0.024444109876      0.108343378423
      0.004038994641      0.000101676576      0.024635648775      0.109192425316
      0.004071436191      0.000103306410      0.024828649553      0.110047954592
      0.004104138315      0.000104962288      0.025023122735      0.110910012982
      0.004137103105      0.000106644623      0.025219078914      0.111778647510
      0.004170332671      0.000108353837      0.025416528748      0.112653905493
      0.004203829139      0.000110090357      0.025615482958      0.113535834540
      0.004237594654      0.000111854617      0.025815952336      0.114424482557
      0.004271631377      0.000113647058      0.026017947736      0.115319897746
      0.004305941485      0.000115468128      0.026221480081      0.116222128603
      0.004340527176      0.000117318281      0.026426560360      0.117131223925
      0.004375390661      0.000119197980      0.026633199628      0.118047232808
      0.004410534173      0.000121107695      0.026841409009      0.118970204646
      0.004445959960      0.000123047902      0.027051199694      0.119900189134
      0.004481670291      0.000125019085      0.027262582940      0.120837236272
      0.004517667450      0.000127021737      0.027475570073      0.121781396359
      0.004553953741      0.000129056357      0.027690172487      0.122732719998
      0.004590531487      0.000131123453      0.027906401644      0.123691258100
      0.004627403028      0.000133223541      0.028124269073      0.124657061877
      0.004664570725      0.000135357143      0.028343786375      0.125630182850
      0.004702036956      0.000137524793      0.028564965216      0.126610672847
      0.004739804119      0.000139727030      0.028787817332      0.127598584004
      0.004777874631      0.000141964404      0.029012354529      0.128593968764
      0.004816250929      0.000144237471      0.029238588681      0.129596879882
      0.004854935468      0.000146546798      0.029466531733      0.130607370422
      0.004893930725      0.000148892961      0.029696195697      0.131625493760
      0.004933239195      0.000151276543      0.029927592657      0.132651303583
      0.004972863394      0.000153698138      0.030160734765      0.133684853891
      0.005012805858      0.000156158348      0.030395634245      0.134726198998
      0.005053069143      0.000158657785      0.030632303389      0.135775393531
      0.005093655826      0.000161197073      0.030870754560      0.136832492432
      0.005134568505      0.000163776841      0.031111000193      0.137897550958
      0.005175809799      0.000166397732      0.031353052790      0.138970624683
      0.005217382346      0.000169060397      0.031596924926      0.140051769497
      0.005259288807      0.000171765497      0.031842629247      0.141141041606
      0.005301531864      0.000174513706      0.032090178469      0.142238497535
      0.005344114221      0.000177305705      0.032339585377      0.143344194126
      0.005387038604      0.000180142189      0.032590862831      0.144458188540
      0.005430307758      0.000183023860      0.032844023759      0.145580538259
      0.005473924455      0.000185951436      0.033099081161      0.146711301080
      0.005517891484      0.000188925642      0.033356048108      0.147850535125
      0.005562211660      0.000191947216      0.033614937743      0.148998298833
      0.005606887820      0.000195016909      0.033875763279      0.150154650965
      0.005651922822      0.000198135480      0.034138538002      0.151319650602
      0.005697319549      0.000201303703      0.034403275268      0.152493357148
      0.005743080907      0.000204522364      0.034669988505      0.153675830326
      0.005789209824      0.000207792260      0.034938691213      0.154867130182
      0.005835709252      0.000211114201      0.035209396962      0.156067317086
      0.005882582168      0.000214489009      0.035482119395      0.157276451726
      0.005929831571      0.000217917522      0.035756872227      0.158494595117
      0.005977460485      0.000221400586      0.036033669241      0.159721808591
      0.006025471959      0.000224939064      0.036312524295      0.160958153807
      0.006073869065      0.000228533832      0.036593451318      0.162203692744
      0.006122654901      0.000232185778      0.036876464309      0.163458487705
      0.006171832588      0.000235895806      0.037161577340      0.164722601313
      0.006221405275      0.000239664833      0.037448804552      0.165996096516
      0.006271376135      0.000243493789      0.037738160159      0.167279036581
      0.006321748364      0.000247383621      0.038029658447      0.168571485101
      0.006372525187      0.000251335290      0.038323313770      0.169873505988
      0.006423709854      0.000255349771      0.038619140557      0.171185163474
      0.006475305641      0.000259428055      0.038917153304      0.172506522117
      0.006527315850      0.000263571149      0.039217366581      0.173837646792
      0.006579743809      0.000267780074      0.039519795027      0.175178602696
      0.006632592874      0.000272055869      0.039824453351      0.176529455345
      0.006685866427      0.000276399587      0.040131356335      0.177890270576
      0.006739567878      0.000280812300      0.040440518827      0.179261114544
      0.006793700663      0.000285295094      0.040751955749      0.180642053723
      0.006848268248      0.000289849073      0.041065682092      0.182033154905
      0.006903274124      0.000294475360      0.041381712914      0.183434485199
      0.006958721812      0.000299175092      0.041700063346      0.184846112030
      0.007014614860      0.000303949427      0.042020748586      0.186268103139
      0.007070956847      0.000308799538      0.042343783903      0.187700526582
      0.007127751377      0.000313726619      0.042669184632      0.189143450730
      0.007185002085      0.000318731880      0.042996966179      0.190596944266
      0.007242712636      0.000323816552      0.043327144017      0.192061076184
      0.007300886724      0.000328981884      0.043659733686      0.193535915792
      0.007359528070      0.000334229144      0.043994750797      0.195021532704
      0.007418640429      0.000339559621      0.044332211026      0.196517996846
      0.007478227583      0.000344974623      0.044672130114      0.198025378451
      0.007538293346      0.000350475479      0.045014523873      0.199543748056
      0.007598841563      0.000356063537      0.045359408178      0.201073176505
      0.007659876108      0.000361740168      0.045706798971      0.202613734946
